Unnamed: 0,Date,AQI,Date_date,Year,Month
1571,2024-06-23,146.0,2024-06-23,2024,6
1572,2024-06-24,152.0,2024-06-24,2024,6
1573,2024-06-25,155.0,2024-06-25,2024,6
1574,2024-06-26,126.0,2024-06-26,2024,6
1575,2024-06-27,133.0,2024-06-27,2024,6
1576,2024-06-28,147.0,2024-06-28,2024,6
1577,2024-06-29,178.0,2024-06-29,2024,6
1578,2024-06-30,123.0,2024-06-30,2024,6
1579,2024-07-01,145.0,2024-07-01,2024,7
1580,2024-07-02,155.0,2024-07-02,2024,7
1581,2024-07-03,121.0,2024-07-03,2024,7
1582,2024-07-04,102.0,2024-07-04,2024,7
